INSTNM,CITY,STATE,LAT,LON,X,Y
Mueller College,San Diego,CA,32.765341,-117.164277,-117.1642889,32.76534577
Musicians Institute,Hollywood,CA,34.101265,-118.337582,-118.3375942,34.10126986
Napa Valley College,Napa,CA,38.274081,-122.274381,-122.2743943,38.274086
National Holistic Institute,Emeryville,CA,37.841898,-122.287672,-122.2876852,37.84190296
National University,La Jolla,CA,32.909469,-117.244243,-117.2442549,32.90947378
Naval Postgraduate School,Monterey,CA,36.597159,-121.874248,-121.874261,36.59716388
Newschool of Architecture and Design,San Diego,CA,32.71331,-117.153305,-117.1533169,32.71331476
North-West College-Pomona,Pomona,CA,34.062043,-117.751227,-117.7512391,34.06204788
North-West College-West Covina,West Covina,CA,34.072071,-117.949583,-117.9495951,34.07207588
North-West College-Pasadena,Pasadena,CA,34.146907,-118.139266,-118.1392782,34.14691187
Northwestern Polytechnic University,Fremont,CA,37.47791,-121.926001,-121.9260141,37.47791496
Notre Dame de Namur University,Belmont,CA,37.517501,-122.284618,-122.2846312,37.51750593
Occidental College,Los Angeles,CA,34.126224,-118.210783,-118.2107952,34.12622887
Ohlone College,Fremont,CA,37.527956,-121.914597,-121.9146101,37.52796096
Orange Coast College,Costa Mesa,CA,33.670171,-117.911401,-117.9114131,33.67017583
Otis College of Art and Design,Los Angeles,CA,33.956607,-118.416615,-118.4166272,33.95661184
Oxnard College,Oxnard,CA,34.164899,-119.15549,-119.1555023,34.16490382
Hope International University,Fullerton,CA,33.87616,-117.88573,-117.8857421,33.87616486
Concorde Career College-San Diego,San Diego,CA,32.70406,-117.10187,-117.1018819,32.70406476
Palo Alto University,Palo Alto,CA,37.383251,-122.186022,-122.1860351,37.38325593
Pacific Lutheran Theological Seminary,Berkeley,CA,37.898172,-122.260201,-122.2602142,37.89817697
Pacific Oaks College,Pasadena,CA,34.153382,-118.151323,-118.1513352,34.15338687
Pacific School of Religion,Berkeley,CA,37.876599,-122.263331,-122.2633442,37.87660396
Pacific States University,Los Angeles,CA,34.061315,-118.298408,-118.2984202,34.06131985
Pacific Union College,Angwin,CA,38.570585,-122.440308,-122.4403213,38.57059001
University of the Pacific,Stockton,CA,37.981424,-121.312301,-121.3123141,37.98142904
Palo Verde College,Blythe,CA,33.661538,-114.651698,-114.6517095,33.66154301
Palomar College,San Marcos,CA,33.15019,-117.181718,-117.1817299,33.15019481
Pasadena City College,Pasadena,CA,34.144552,-118.118196,-118.1182082,34.14455687
Pepperdine University,Malibu,CA,34.037786,-118.707077,-118.7070893,34.03779083
Pitzer College,Claremont,CA,34.103408,-117.705939,-117.7059511,34.10341289
Platt College-San Diego,San Diego,CA,32.76373,-117.063483,-117.0634949,32.76373477
Point Loma Nazarene University,San Diego,CA,32.713295,-117.251204,-117.2512159,32.71329976
Pomona College,Claremont,CA,34.098298,-117.711944,-117.7119561,34.09830289
Porterville College,Porterville,CA,36.049256,-119.014368,-119.0143805,36.04926102
Santa Ana College,Santa Ana,CA,33.759203,-117.888384,-117.8883961,33.75920784
Pardee RAND Graduate School,Santa Monica,CA,34.009975,-118.49047,-118.4904822,34.00997984
University of Redlands,Redlands,CA,34.063571,-117.163847,-117.163859,34.06357592
College of the Redwoods,Eureka,CA,40.698427,-124.195293,-124.1953069,40.69843202
Rio Hondo College,Whittier,CA,34.019878,-118.033329,-118.0333411,34.01988286
Riverside City College,Riverside,CA,33.971481,-117.38054,-117.380552,33.9714859
Argosy University-San Francisco Bay Area,Alameda,CA,37.781238,-122.267523,-122.2675362,37.78124296
Dongguk University-Los Angeles,Los Angeles,CA,34.066226,-118.289927,-118.2899392,34.06623086
Rudolf Steiner College,Fair Oaks,CA,38.635899,-121.288923,-121.2889361,38.6359041
Sacramento City College,Sacramento,CA,38.541883,-121.49166,-121.4916732,38.54188808
Saddleback College,Mission Viejo,CA,33.551925,-117.664876,-117.664888,33.55192983
Samuel Merritt University,Oakland,CA,37.82029,-122.266331,-122.2663442,37.82029496
San Diego City College,San Diego,CA,32.718855,-117.151641,-117.1516529,32.71885976
San Diego Mesa College,San Diego,CA,32.803825,-117.169165,-117.1691769,32.80382977
San Diego Miramar College,San Diego,CA,32.909546,-117.120888,-117.1208999,32.90955079
San Diego State University,San Diego,CA,32.77525,-117.071228,-117.0712399,32.77525477
University of San Diego,San Diego,CA,32.77142,-117.188721,-117.1887329,32.77142477
San Francisco Art Institute,San Francisco,CA,37.803575,-122.417,-122.4170132,37.80357995
San Francisco Conservatory of Music,San Francisco,CA,37.775322,-122.420143,-122.4201562,37.77532694
San Francisco State University,San Francisco,CA,37.721345,-122.477905,-122.4779182,37.72134994
San Francisco Theological Seminary,San Anselmo,CA,37.969594,-122.564302,-122.5643153,37.96959895
University of San Francisco,San Francisco,CA,37.775564,-122.450977,-122.4509902,37.77556894
San Joaquin College of Law,Clovis,CA,36.823978,-119.6978,-119.6978127,36.82398305
San Joaquin Delta College,Stockton,CA,37.994643,-121.317226,-121.3172391,37.99464804
San Joaquin Valley College-Visalia,Visalia,CA,36.328049,-119.384981,-119.3849936,36.32805402
William Jessup University,Rocklin,CA,38.819728,-121.292312,-121.2923252,38.81973312
San Jose City College,San Jose,CA,37.316293,-121.929747,-121.9297601,37.31629794
San Jose State University,San Jose,CA,37.336569,-121.880621,-121.8806341,37.33657395
College of San Mateo,San Mateo,CA,37.534357,-122.336078,-122.3360912,37.53436193
Santa Barbara Business College-Bakersfield,Bakersfield,CA,35.359544,-119.061264,-119.0612764,35.35954895
Santa Barbara Business College-Santa Maria,Santa Maria,CA,34.937806,-120.433296,-120.4333086,34.93781082
Santa Barbara City College,Santa Barbara,CA,34.406788,-119.698045,-119.6980575,34.40679281
Santa Clara University,Santa Clara,CA,37.352706,-121.938189,-121.9382021,37.35271094
Santa Monica College,Santa Monica,CA,34.018968,-118.470431,-118.4704432,34.01897284
Santa Rosa Junior College,Santa Rosa,CA,38.45416,-122.720689,-122.7207023,38.45416498
Saybrook University,Oakland,CA,37.80446,-122.272391,-122.2724042,37.80446496
Scripps College,Claremont,CA,34.103655,-117.711336,-117.7113481,34.10365989
College of the Sequoias,Visalia,CA,36.322957,-119.314775,-119.3147876,36.32296203
Shasta Bible College and Graduate School,Redding,CA,40.564208,-122.315742,-122.3157556,40.56421317
Shasta College,Redding,CA,40.625731,-122.317982,-122.3179956,40.62573618
Sierra College,Rocklin,CA,38.792758,-121.212646,-121.2126592,38.79276312
Sierra Valley College of Court Reporting,Fresno,CA,36.802756,-119.773017,-119.7730297,36.80276104
Trinity Law School,Santa Ana,CA,33.766071,-117.852059,-117.8520711,33.76607585
Simpson University,Redding,CA,40.61331,-122.333048,-122.3330616,40.61331517
College of the Siskiyous,Weed,CA,41.413848,-122.389166,-122.3891797,41.41385323
Charles A Jones Career and Education Center,Sacramento,CA,38.51651,-121.44111,-121.4411232,38.51651508
Skyline College,San Bruno,CA,37.630543,-122.465978,-122.4659912,37.63054793
San Bernardino Valley College,San Bernardino,CA,34.088717,-117.313814,-117.313826,34.08872191
Saint Mary's College of California,Moraga,CA,37.840731,-122.109031,-122.1090442,37.84073597
Sonoma State University,Rohnert Park,CA,38.341023,-122.673261,-122.6732743,38.34102797
South Baylo University,Anaheim,CA,33.847936,-117.958663,-117.9586751,33.84794085
South Coast College,Orange,CA,33.787946,-117.874109,-117.8741211,33.78795085
Vanguard University of Southern California,Costa Mesa,CA,33.662686,-117.900911,-117.9009231,33.66269083
Concorde Career College-Garden Grove,Garden Grove,CA,33.774741,-117.938395,-117.9384071,33.77474584
Southwestern College,Chula Vista,CA,32.641567,-116.997215,-116.9972269,32.64157176
St John's Seminary,Camarillo,CA,34.244034,-119.001395,-119.0014073,34.24403883
Starr King School for the Ministry,Berkeley,CA,37.876939,-122.261778,-122.2617912,37.87694396
Marshall B Ketchum University,Fullerton,CA,33.889819,-117.886158,-117.8861701,33.88982386
Southern California Institute of Architecture,Los Angeles,CA,34.04365,-118.232703,-118.2327152,34.04365486
University of Southern California,Los Angeles,CA,34.021281,-118.284169,-118.2841812,34.02128585
Southwestern Law School,Los Angeles,CA,34.061558,-118.288375,-118.2883872,34.06156285
Taft College,Taft,CA,35.149343,-119.459751,-119.4597635,35.1493479
Claremont School of Theology,Claremont,CA,34.107602,-117.715256,-117.7152681,34.10760689
Thomas Aquinas College,Santa Paula,CA,34.429009,-119.087141,-119.0871534,34.42901385
Epic Bible College,Sacramento,CA,38.645152,-121.362642,-121.3626552,38.6451571
University of California-System Administration Central Office,Oakland,CA,37.802222,-122.27134,-122.2713532,37.80222696
United Education Institute-Huntington Park Campus,Huntington Park,CA,33.986057,-118.226206,-118.2262182,33.98606185
Concorde Career College-San Bernardino,San Bernardino,CA,34.06722,-117.28398,-117.283992,34.06722491
Concorde Career College-North Hollywood,North Hollywood,CA,34.186464,-118.403755,-118.4037672,34.18646886
Ventura College,Ventura,CA,34.277035,-119.230659,-119.2306714,34.27703982
The Santa Barbara and Ventura Colleges of Law at Ventura,Ventura,CA,34.25747,-119.232988,-119.2330004,34.25747482
Victor Valley College,Victorville,CA,34.472231,-117.261456,-117.2614681,34.47223596
Berkeley City College,Berkeley,CA,37.87047,-122.269793,-122.2698062,37.87047496
Walden University,Minneapolis,MN,44.98125,-93.265738,-93.26574575,44.98125799
West Hills College-Coalinga,Coalinga,CA,36.147891,-120.356747,-120.3567597,36.14789594
West Los Angeles College,Culver City,CA,34.005578,-118.387578,-118.3875902,34.00558284
West Valley College,Saratoga,CA,37.263133,-122.009701,-122.0097141,37.26313793
Carrington College-Sacramento,Sacramento,CA,38.556151,-121.371331,-121.3713441,38.55615609
Westminster Theological Seminary in California,Escondido,CA,33.121447,-117.046371,-117.0463829,33.12145182
Westmont College,Santa Barbara,CA,34.449265,-119.661932,-119.6619445,34.44926982
Whittier College,Whittier,CA,33.977625,-118.028402,-118.0284141,33.97762986
Woodbury University,Burbank,CA,34.208011,-118.341147,-118.3411592,34.20801587
The Wright Institute,Berkeley,CA,37.868221,-122.253168,-122.2531812,37.86822596
Western State College of Law at Argosy University,Fullerton,CA,33.880672,-117.890274,-117.8902861,33.88067686
Thomas Jefferson School of Law,San Diego,CA,32.71014,-117.154191,-117.1542029,32.71014476
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,34.085494,-118.346688,-118.3467002,34.08549885
Yuba College,Marysville,CA,39.125995,-121.539316,-121.5393292,39.12600012
Adams State University,Alamosa,CO,37.473636,-105.879642,-105.8796521,37.47364204
Bel-Rea Institute of Animal Technology,Denver,CO,39.686066,-104.875292,-104.8753021,39.68607242
Everest College-Colorado Springs,Colorado Springs,CO,38.807095,-104.740267,-104.7402769,38.80710131
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,39.745149,-104.837722,-104.8377321,39.74515543
University of Colorado Colorado Springs,Colorado Springs,CO,38.892735,-104.800296,-104.800306,38.89274131
Redstone College,Broomfield,CO,39.914822,-105.119096,-105.1191062,39.91482843
University of Colorado Boulder,Boulder,CO,40.008781,-105.270823,-105.2708332,40.00878744
Colorado Christian University,Lakewood,CO,39.711701,-105.094836,-105.0948461,39.71170741
Colorado College,Colorado Springs,CO,38.84886,-104.822697,-104.822707,38.84886631
Concorde Career College-Aurora,Aurora,CO,39.718699,-104.867089,-104.8670991,39.71870542
The Art Institute of Colorado,Denver,CO,39.735587,-104.985847,-104.9858571,39.73559342
Colorado Mountain College,Glenwood Springs,CO,39.54636,-107.324441,-107.3244516,39.54636623
Colorado School of Mines,Golden,CO,39.75079,-105.227148,-105.2271582,39.7507964
Colorado School of Trades,Lakewood,CO,39.741009,-105.103945,-105.1039551,39.74101541
Colorado State University-Fort Collins,Fort Collins,CO,40.574805,-105.080732,-105.0807422,40.57481153
Colorado Technical University-Colorado Springs,Colorado Springs,CO,38.894265,-104.833928,-104.833938,38.89427131
CollegeAmerica-Denver,Denver,CO,39.691571,-104.941168,-104.9411781,39.69157742
Delta Montrose Technical College,Delta,CO,38.702524,-108.031072,-108.0310827,38.70253007
Lincoln College of Technology-Denver,Denver,CO,39.77651,-104.856171,-104.8561811,39.77651643
Denver Seminary,Littleton,CO,39.600595,-105.022363,-105.0223731,39.6006014
University of Denver,Denver,CO,39.678005,-104.963259,-104.9632691,39.67801141
Emily Griffith Technical College,Denver,CO,39.74575,-104.985751,-104.9857611,39.74575642
Fort Lewis College,Durango,CO,37.275428,-107.867003,-107.8670135,37.27543389
Iliff School of Theology,Denver,CO,39.675927,-104.960657,-104.9606671,39.67593341
Colorado Mesa University,Grand Junction,CO,39.080643,-108.553275,-108.5532858,39.08064908
Metropolitan State University of Denver,Denver,CO,39.744202,-105.00504,-105.0050501,39.74420842
Naropa University,Boulder,CO,40.014235,-105.266987,-105.2669972,40.01424144
National American University-Colorado Springs,Colorado Springs,CO,38.95207,-104.790551,-104.790561,38.95207632
National American University-Denver,Denver,CO,39.691953,-104.941649,-104.9416591,39.69195942
Nazarene Bible College,Colorado Springs,CO,38.814124,-104.751124,-104.7511339,38.81413031
Northeastern Junior College,Sterling,CO,40.636879,-103.197536,-103.1975458,40.63688567
University of Northern Colorado,Greeley,CO,40.410855,-104.692777,-104.6927871,40.41086153
Otero Junior College,La Junta,CO,37.971184,-103.544779,-103.5447886,37.97119026
Everest College-Thornton,Thornton,CO,39.86156,-104.985441,-104.9854511,39.86156644
IBMC College,Colorado Springs,CO,38.93098,-104.814251,-104.814261,38.93098632
Regis University,Denver,CO,39.78976,-105.031385,-105.0313951,39.78976642
Rocky Mountain College of Art and Design,Lakewood,CO,39.74332,-105.069911,-105.0699211,39.74332641
Montessori Education Center of the Rockies,Boulder,CO,40.019673,-105.241331,-105.2413412,40.01967944
Colorado State University-Pueblo,Pueblo,CO,38.309219,-104.579846,-104.5798559,38.30922524
Pickens Technical College,Aurora,CO,39.723705,-104.789683,-104.7896931,39.72371143
Intellitec College-Colorado Springs,Colorado Springs,CO,38.832183,-104.78721,-104.78722,38.83218931
Intellitec College-Grand Junction,Grand Junction,CO,39.116346,-108.53062,-108.5306308,39.11635209
Trinidad State Junior College,Trinidad,CO,37.172939,-104.512184,-104.5121937,37.17294508
University of Colorado System Office,Denver,CO,39.74521,-104.983277,-104.9832871,39.74521642
United States Air Force Academy,USAFA,CO,39.010957,-104.891358,-104.891368,39.01096332
Western State Colorado University,Gunnison,CO,38.547421,-106.91971,-106.9197204,38.54742712
Albertus Magnus College,New Haven,CT,41.332519,-72.923848,-72.92384914,41.33252741
Paul Mitchell the School-Danbury,Danbury,CT,41.39648,-73.451841,-73.45184231,41.39648841
Bais Binyomin Academy,Monsey,NY,41.12264,-74.078981,-74.0789825,41.12264833
Branford Hall Career Institute-Branford Campus,Branford,CT,41.278557,-72.848201,-72.84820211,41.27856541
Lincoln College of New England-Southington,Southington,CT,41.632345,-72.920217,-72.92021815,41.63235347
Bridgeport Hospital School of Nursing,Bridgeport,CT,41.189413,-73.165185,-73.16518621,41.18942138
University of Bridgeport,Bridgeport,CT,41.165587,-73.189352,-73.18935321,41.16559537
Central Connecticut State University,New Britain,CT,41.690258,-72.770094,-72.77009511,41.69026649
Charter Oak State College,New Britain,CT,41.688246,-72.767972,-72.76797311,41.68825449
Connecticut College,New London,CT,41.379833,-72.107321,-72.10732188,41.37984145
Porter and Chester Institute of Branford,Branford,CT,41.277311,-72.854898,-72.85489911,41.27731941
University of Connecticut,Storrs,CT,41.809098,-72.249948,-72.24994895,41.80910653
Goodwin College,East Hartford,CT,41.742977,-72.64032,-72.64032107,41.7429855
Lincoln Technical Institute-East Windsor,East Windsor,CT,41.924248,-72.596915,-72.59691607,41.92425654
Eastern Connecticut State University,Willimantic,CT,41.721673,-72.218753,-72.21875393,41.72168151
Fairfield University,Fairfield,CT,41.160732,-73.25778,-73.25778124,41.16074037
Paul Mitchell the School-North Haven,North Haven,CT,41.394495,-72.85745,-72.85745112,41.39450343
Rensselaer Hartford Graduate Center Inc,Hartford,CT,41.773462,-72.673916,-72.67391708,41.77347051
