INSTNM,X,Y,CITY,STATE,INSTNM-2,Degree,Rank,LON,LAT
University of Notre Dame,-86.23896432,41.7030659,Notre Dame,IN,NULL,NULL,NULL,-86.23896432,41.7030659
The Fab School,-117.5551801,34.0798709,Rancho Cucamonga,CA,NULL,NULL,NULL,-117.5551801,34.0798709
Everest College-Portland,-122.6815485,45.52029546,Portland,OR,NULL,NULL,NULL,-122.6815485,45.52029546
Ross Medical Education Center-Erlanger,-84.61604561,39.03082749,Erlanger,KY,NULL,NULL,NULL,-84.61604561,39.03082749
Career Networks Institute,-117.8603591,33.77615685,Orange,CA,NULL,NULL,NULL,-117.8603591,33.77615685
Thomas More College of Liberal Arts,-71.48364076,42.80770974,Merrimack,NH,NULL,NULL,NULL,-71.48364076,42.80770974
Rizzieri Institute,-75.00000171,39.85163105,Voorhees,NJ,NULL,NULL,NULL,-75.00000171,39.85163105
Pontifical College Josephinum,-83.01899422,40.11997477,Columbus,OH,NULL,NULL,NULL,-83.01899422,40.11997477
Western Michigan University-Thomas M. Cooley Law School,-84.55443391,42.73100817,Lansing,MI,NULL,NULL,NULL,-84.55443391,42.73100817
West Texas A & M University,-101.9158089,34.98200188,Canyon,TX,NULL,NULL,NULL,-101.9158089,34.98200188
Casa Loma College-Van Nuys,-118.4577932,34.19283386,Van Nuys,CA,NULL,NULL,NULL,-118.4577932,34.19283386
Pinnacle Career Institute-North Kansas City,-94.68448148,39.30120601,Kansas City,MO,NULL,NULL,NULL,-94.68448148,39.30120601
Delta State University,-90.73537099,33.74475118,Cleveland,MS,NULL,NULL,NULL,-90.73537099,33.74475118
Anoka Technical College,-93.41596283,45.21633902,Anoka,MN,NULL,NULL,NULL,-93.41596283,45.21633902
Alaska Christian College,-151.1360275,60.49046049,Soldotna,AK,NULL,NULL,NULL,-151.1360275,60.49046049
Prism Career Institute-Upper Darby,-75.2574728,39.96167806,Upper Darby,PA,NULL,NULL,NULL,-75.2574728,39.96167806
University of Phoenix-South Carolina,-80.95585522,34.09885163,Columbia,SC,NULL,NULL,NULL,-80.95585522,34.09885163
University of Wisconsin Extension,-89.3974254,43.07384795,Madison,WI,NULL,NULL,NULL,-89.3974254,43.07384795
LeTourneau University,-94.72726698,32.46766376,Longview,TX,NULL,NULL,NULL,-94.72726698,32.46766376
Catawba College,-80.48275416,35.69144999,Salisbury,NC,NULL,NULL,NULL,-80.48275416,35.69144999
James A Rhodes State College,-84.02632357,40.73835484,Lima,OH,NULL,NULL,NULL,-84.02632357,40.73835484
Voorhees College,-81.12786623,33.30720545,Denmark,SC,NULL,NULL,NULL,-81.12786623,33.30720545
Eastern Virginia Career College,-77.4955834,38.24116763,Fredericksburg,VA,NULL,NULL,NULL,-77.4955834,38.24116763
Ohio Dominican University,-82.94050318,39.99265775,Columbus,OH,NULL,NULL,NULL,-82.94050318,39.99265775
Rasmussen College-Illinois,-88.99886019,42.26763584,Rockford,IL,NULL,NULL,NULL,-88.99886019,42.26763584
University of Washington-Seattle Campus,-122.3131299,47.65621862,Seattle,WA,NULL,NULL,NULL,-122.3131299,47.65621862
Independence University,-112.0115198,41.23279108,Salt Lake City,UT,NULL,NULL,NULL,-112.0115198,41.23279108
National American University-Centennial,-104.9601311,39.5670764,Centennial,CO,NULL,NULL,NULL,-104.9601311,39.5670764
Bethany Global University,-93.37176176,44.79550896,Bloomington,MN,NULL,NULL,NULL,-93.37176176,44.79550896
Southern Careers Institute-Pharr,-98.20104558,26.21122138,Pharr,TX,NULL,NULL,NULL,-98.20104558,26.21122138
University of Colorado Denver/Anschutz Medical Campus,-104.8377321,39.74515543,Denver,CO,NULL,NULL,NULL,-104.8377321,39.74515543
Otterbein University,-82.93644819,40.12533478,Westerville,OH,NULL,NULL,NULL,-82.93644819,40.12533478
Brightwood College-Beltsville,-76.91337027,39.04565382,Beltsville,MD,NULL,NULL,NULL,-76.91337027,39.04565382
Dorsey Business Schools-Waterford Pontiac,-83.32463553,42.64360322,Pontiac,MI,NULL,NULL,NULL,-83.32463553,42.64360322
Goodwin College,-72.64032107,41.7429855,East Hartford,CT,NULL,NULL,NULL,-72.64032107,41.7429855
The Ohio Media School-Columbus,-82.85540415,39.95530175,Columbus,OH,NULL,NULL,NULL,-82.85540415,39.95530175
Southwestern University,-97.66464462,30.63519929,Georgetown,TX,NULL,NULL,NULL,-97.66464462,30.63519929
Arizona Christian University,-112.026222,33.59512214,Phoenix,AZ,NULL,NULL,NULL,-112.026222,33.59512214
University of New England,-70.38588243,43.4581809,Biddeford,ME,NULL,NULL,NULL,-70.38588243,43.4581809
Texas A & M University-System Office,-96.32771229,30.63685134,College Station,TX,NULL,NULL,NULL,-96.32771229,30.63685134
Colorado Media School,-105.0778731,39.70898541,Lakewood,CO,NULL,NULL,NULL,-105.0778731,39.70898541
Brightwood College-Fort Worth,-97.28887665,32.74829071,Fort Worth,TX,NULL,NULL,NULL,-97.28887665,32.74829071
Becker College,-71.81189583,42.26918863,Worcester,MA,NULL,NULL,NULL,-71.81189583,42.26918863
Fortis Institute-Fort Lauderdale,-80.2158737,26.16257078,Lauderdale Lakes,FL,NULL,NULL,NULL,-80.2158737,26.16257078
Kaplan University-Maine Campus,-70.32391542,43.63896494,S Portland,ME,NULL,NULL,NULL,-70.32391542,43.63896494
Horizon University,-117.1813059,32.81583477,San Diego,CA,NULL,NULL,NULL,-117.1813059,32.81583477
Wofford College,-81.93457555,34.95792078,Spartanburg,SC,NULL,NULL,NULL,-81.93457555,34.95792078
Monroe 2 Orleans BOCES-Center for Workforce Development,-77.74492982,43.15290557,Rochester,NY,NULL,NULL,NULL,-77.74492982,43.15290557
PCI Health Training Center,-96.87633155,32.82008174,Dallas,TX,NULL,NULL,NULL,-96.87633155,32.82008174
Paul Mitchell the School-Provo,-111.6421726,40.240486,Provo,UT,NULL,NULL,NULL,-111.6421726,40.240486
Manchester University,-85.75876711,41.0116168,North Manchester,IN,NULL,NULL,NULL,-85.75876711,41.0116168
Iona College,-73.78563639,40.92711531,New Rochelle,NY,NULL,NULL,NULL,-73.78563639,40.92711531
Manhattan School of Music,-73.96169244,40.81234928,New York,NY,NULL,NULL,NULL,-73.96169244,40.81234928
Franklin W Olin College of Engineering,-71.26404765,42.29285065,Needham,MA,NULL,NULL,NULL,-71.26404765,42.29285065
Methodist University,-78.87442865,35.13506493,Fayetteville,NC,NULL,NULL,NULL,-78.87442865,35.13506493
Charter College,-122.4947805,45.61780349,Vancouver,WA,NULL,NULL,NULL,-122.4947805,45.61780349
Calvin Theological Seminary,-85.58735925,42.92992815,Grand Rapids,MI,NULL,NULL,NULL,-85.58735925,42.92992815
Lorenzo Walker Technical College,-81.76335815,26.14120374,Naples,FL,NULL,NULL,NULL,-81.76335815,26.14120374
Paul Mitchell the School-Louisville,-85.57885383,38.2489773,Louisville,KY,NULL,NULL,NULL,-85.57885383,38.2489773
Central Texas College,-97.81083469,31.12052138,Killeen,TX,NULL,NULL,NULL,-97.81083469,31.12052138
Gonzaga University,-117.4030761,47.66815015,Spokane,WA,NULL,NULL,NULL,-117.4030761,47.66815015
Charles H McCann Technical School,-73.10149128,42.66458666,North Adams,MA,NULL,NULL,NULL,-73.10149128,42.66458666
Abilene Christian University,-99.70954823,32.46915555,Abilene,TX,NULL,NULL,NULL,-99.70954823,32.46915555
Warrensburg Area Career Center,-93.70980917,38.76099498,Warrensburg,MO,NULL,NULL,NULL,-93.70980917,38.76099498
American Institute of Alternative Medicine,-82.98873721,40.10244977,Columbus,OH,NULL,NULL,NULL,-82.98873721,40.10244977
American Institute of Alternative Medicine,-74.40716256,40.46581819,East Brunswick,NJ,NULL,NULL,NULL,-74.40716256,40.46581819
South University-Cleveland,-81.49635486,41.43124809,Cleveland,OH,NULL,NULL,NULL,-81.49635486,41.43124809
ITT Technical Institute-Everett,-122.258722,47.92995264,Everett,WA,NULL,NULL,NULL,-122.258722,47.92995264
Virginia Marti College of Art and Design,-81.76974095,41.48404708,Lakewood,OH,NULL,NULL,NULL,-81.76974095,41.48404708
Minnesota School of Business-Waite Park,-94.23168811,45.55019801,Waite Park,MN,NULL,NULL,NULL,-94.23168811,45.55019801
University of Maine,-68.66933194,44.89926621,Orono,ME,NULL,NULL,NULL,-68.66933194,44.89926621
Salina Area Technical College,-97.63793121,38.79378175,Salina,KS,NULL,NULL,NULL,-97.63793121,38.79378175
Colgate University,-75.53500208,42.8188086,Hamilton,NY,NULL,NULL,NULL,-75.53500208,42.8188086
West Tennessee Business College,-88.84892358,35.63587964,Jackson,TN,NULL,NULL,NULL,-88.84892358,35.63587964
Compass Career College,-90.47971375,30.47671851,Hammond,LA,NULL,NULL,NULL,-90.47971375,30.47671851
Brown Mackie College-Cincinnati,-84.45701458,39.25597054,Cincinnati,OH,NULL,NULL,NULL,-84.45701458,39.25597054
University of Southern Mississippi,-89.33124147,31.32661574,Hattiesburg,MS,NULL,NULL,NULL,-89.33124147,31.32661574
University of Massachusetts-Dartmouth,-71.00552853,41.62886953,North Dartmouth,MA,NULL,NULL,NULL,-71.00552853,41.62886953
Columbia Central University-Yauco,-66.8491005,18.03772278,Yauco,PR,NULL,NULL,NULL,-66.8491005,18.03772278
Center for Neurosomatic Studies,-82.71465747,27.89770615,Clearwater,FL,NULL,NULL,NULL,-82.71465747,27.89770615
Everest College-Henderson,-115.0462018,36.03756127,Henderson,NV,NULL,NULL,NULL,-115.0462018,36.03756127
Clover Park Technical College,-122.4978878,47.17608958,Lakewood,WA,NULL,NULL,NULL,-122.4978878,47.17608958
Arkansas State University-System Office,-92.28758647,34.74582631,Little Rock,AR,NULL,NULL,NULL,-92.28758647,34.74582631
ITT Technical Institute-Green Bay,-88.10599118,44.55322227,Green Bay,WI,NULL,NULL,NULL,-88.10599118,44.55322227
New York College of Health Professions,-73.5177563,40.80761329,Syosset,NY,NULL,NULL,NULL,-73.5177563,40.80761329
Texas Southmost College,-97.4922484,25.89963233,Brownsville,TX,NULL,NULL,NULL,-97.4922484,25.89963233
Saint Martin's University,-122.8154558,47.04075553,Lacey,WA,NULL,NULL,NULL,-122.8154558,47.04075553
Colegio Tecnico de Electricidad Galloza,-67.1608076,18.35082386,Aguada,PR,NULL,NULL,NULL,-67.1608076,18.35082386
ITT Technical Institute-Akron,-81.62426887,41.13426703,Akron,OH,NULL,NULL,NULL,-81.62426887,41.13426703
Zaytuna College,-122.2623482,37.87683696,Berkeley,CA,NULL,NULL,NULL,-122.2623482,37.87683696
Texas A & M University-Central Texas,-97.76638867,31.04706537,Killeen,TX,NULL,NULL,NULL,-97.76638867,31.04706537
San Antonio College,-98.49765478,29.44634503,San Antonio,TX,NULL,NULL,NULL,-98.49765478,29.44634503
Hope International University,-117.8857421,33.87616486,Fullerton,CA,NULL,NULL,NULL,-117.8857421,33.87616486
George Mason University,-77.30794238,38.83088776,Fairfax,VA,NULL,NULL,NULL,-77.30794238,38.83088776
Los Angeles Pierce College,-118.5750833,34.18395385,Woodland Hills,CA,NULL,NULL,NULL,-118.5750833,34.18395385
Grand View University,-93.60435943,41.62082046,Des Moines,IA,NULL,NULL,NULL,-93.60435943,41.62082046
Kirksville Area Technical Center,-92.56595699,40.18565928,Kirksville,MO,NULL,NULL,NULL,-92.56595699,40.18565928
Tulsa Technology Center-Peoria Campus,-95.97748555,36.21058341,Tulsa,OK,NULL,NULL,NULL,-95.97748555,36.21058341
Crawford County Career and Technical Center Practical Nursing Program,-80.12617045,41.63368319,Meadville,PA,NULL,NULL,NULL,-80.12617045,41.63368319
Cortiva Institute-Pennsylvania School of Muscle Therapy,-75.37835785,40.08063808,King of Prussia,PA,NULL,NULL,NULL,-75.37835785,40.08063808
Claremont School of Theology,-117.7152681,34.10760689,Claremont,CA,NULL,NULL,NULL,-117.7152681,34.10760689
Cincinnati Christian University,-84.5547566,39.11240351,Cincinnati,OH,NULL,NULL,NULL,-84.5547566,39.11240351
Rocky Mountain College,-108.5539108,45.79677186,Billings,MT,NULL,NULL,NULL,-108.5539108,45.79677186
Strayer University-Texas,-97.74023863,30.37211524,Austin,TX,NULL,NULL,NULL,-97.74023863,30.37211524
Trinity Christian College,-87.78416277,41.66919681,Palos Heights,IL,NULL,NULL,NULL,-87.78416277,41.66919681
University of Rochester,-77.63120478,43.12640557,Rochester,NY,NULL,NULL,NULL,-77.63120478,43.12640557
Ross Medical Education Center-Davison,-83.51655562,43.02183727,Davison,MI,NULL,NULL,NULL,-83.51655562,43.02183727
Southeast Technical Institute,-96.78024953,43.57045354,Sioux Falls,SD,NULL,NULL,NULL,-96.78024953,43.57045354
Jacksonville College-Main Campus,-95.28125609,31.96607764,Jacksonville,TX,NULL,NULL,NULL,-95.28125609,31.96607764
Ross Medical Education Center-Morgantown,-79.94361424,39.65236682,Morgantown,WV,NULL,NULL,NULL,-79.94361424,39.65236682
ITT Technical Institute-Louisville,-85.8161459,38.18129727,Louisville,KY,NULL,NULL,NULL,-85.8161459,38.18129727
West Coast University-Dallas,-96.87397855,32.82734574,Dallas,TX,NULL,NULL,NULL,-96.87397855,32.82734574
Pennsylvania Gunsmith School,-80.06855434,40.49669398,Pittsburgh,PA,NULL,NULL,NULL,-80.06855434,40.49669398
Learnet Academy Inc,-118.2931772,34.06393885,Los Angeles,CA,NULL,NULL,NULL,-118.2931772,34.06393885
Central Georgia Technical College,-83.66755493,32.5450362,Warner Robins,GA,NULL,NULL,NULL,-83.66755493,32.5450362
Bellarmine University,-85.70490487,38.21914529,Louisville,KY,NULL,NULL,NULL,-85.70490487,38.21914529
Fortis Institute-Lawrenceville,-74.71910365,40.26081914,Lawrenceville,NJ,NULL,NULL,NULL,-74.71910365,40.26081914
Institute of Production and Recording,-93.27201875,44.98207099,Minneapolis,MN,NULL,NULL,NULL,-93.27201875,44.98207099
Franklin Career Institute,-73.62768233,40.70867827,Hempstead,NY,NULL,NULL,NULL,-73.62768233,40.70867827
United States Air Force Academy,-104.891368,39.01096332,USAFA,CO,NULL,NULL,NULL,-104.891368,39.01096332
California International Business University,-117.1680419,32.71801676,San Diego,CA,NULL,NULL,NULL,-117.1680419,32.71801676
Poplar Bluff Technical Career Center,-90.45048311,36.79378279,Poplar Bluff,MO,NULL,NULL,NULL,-90.45048311,36.79378279
Northwest University,-122.1927779,47.65795063,Kirkland,WA,NULL,NULL,NULL,-122.1927779,47.65795063
Duquesne University,-79.99304932,40.43750397,Pittsburgh,PA,NULL,NULL,NULL,-79.99304932,40.43750397
Kent State University at Stark,-81.43731379,40.86857599,Canton,OH,NULL,NULL,NULL,-81.43731379,40.86857599
University of California-Hastings College of Law,-122.4154082,37.78072295,San Francisco,CA,NULL,NULL,NULL,-122.4154082,37.78072295
Ave Maria University,-81.44108506,26.3371148,Ave Maria,FL,NULL,NULL,NULL,-81.44108506,26.3371148
Columbia College - Springfield,-93.2286079,37.15861672,Springfield,MO,NULL,NULL,NULL,-93.2286079,37.15861672
VICI Aveda Institute,-88.04784699,42.96914601,Greenfield,WI,NULL,NULL,NULL,-88.04784699,42.96914601
Argosy University-Tampa,-82.48254841,27.95517117,Tampa,FL,NULL,NULL,NULL,-82.48254841,27.95517117
Harrison College-Grove City,-83.04592421,39.88221773,Grove City,OH,NULL,NULL,NULL,-83.04592421,39.88221773
Benedictine University,-88.09731288,41.77757681,Lisle,IL,NULL,NULL,NULL,-88.09731288,41.77757681
ITT Technical Institute-Phoenix,-112.115131,33.57888913,Phoenix,AZ,NULL,NULL,NULL,-112.115131,33.57888913
Brown Mackie College-Quad Cities,-90.51977855,41.54320563,Bettendorf,IA,NULL,NULL,NULL,-90.51977855,41.54320563
Methodist Theological School in Ohio,-83.06015024,40.2536508,Delaware,OH,NULL,NULL,NULL,-83.06015024,40.2536508
Academy College,-93.29981674,44.85572997,Bloomington,MN,NULL,NULL,NULL,-93.29981674,44.85572997
Ross College-Sylvania,-83.68087955,41.71089303,Sylvania,OH,NULL,NULL,NULL,-83.68087955,41.71089303
Universal Career School,-80.37019773,25.76748968,Sweetwater,FL,NULL,NULL,NULL,-80.37019773,25.76748968
SAE Institute of Technology-Miami,-80.15539367,25.92387472,North Miami Beach,FL,NULL,NULL,NULL,-80.15539367,25.92387472
Chowan University,-77.09914317,36.43626527,Murfreesboro,NC,NULL,NULL,NULL,-77.09914317,36.43626527
Montana State University,-111.0488244,45.66673262,Bozeman,MT,NULL,NULL,NULL,-111.0488244,45.66673262
Columbia College-Naval Station Everett/Marysville,-122.170899,48.12302166,Marysville,WA,NULL,NULL,NULL,-122.170899,48.12302166
City College-Altamonte Springs,-81.40235412,28.66349537,Altamonte Springs,FL,NULL,NULL,NULL,-81.40235412,28.66349537
Columbia College-Hunter Army Airfield,-81.13112617,32.01777116,Hunter Army Airfield,GA,NULL,NULL,NULL,-81.13112617,32.01777116
University of Puerto Rico-Central Administration,-66.05632726,18.38959289,San Juan,PR,NULL,NULL,NULL,-66.05632726,18.38959289
Ocean Corporation,-95.57027905,29.66549017,Houston,TX,NULL,NULL,NULL,-95.57027905,29.66549017
Porterville College,-119.0143805,36.04926102,Porterville,CA,NULL,NULL,NULL,-119.0143805,36.04926102
Southern Worcester County Regional Voc School District,-71.95707187,42.1346586,Charlton,MA,NULL,NULL,NULL,-71.95707187,42.1346586
Comanche Nation College,-98.40083905,34.589606,Lawton,OK,NULL,NULL,NULL,-98.40083905,34.589606
Santa Barbara Business College-Bakersfield,-119.0612764,35.35954895,Bakersfield,CA,NULL,NULL,NULL,-119.0612764,35.35954895
Auburn University,-85.48826246,32.59938415,Auburn,AL,NULL,NULL,NULL,-85.48826246,32.59938415
Midland College,-102.1053988,32.02858337,Midland,TX,NULL,NULL,NULL,-102.1053988,32.02858337
